Candidate,Poll_Percent,Date,Wikipedia_Traffic,,
Kirsten Gillibrand,1.0,04/18/19,1991.0,,
Julian Castro,1.0,04/18/19,1741.0,,
Tulsi Gabbard,.0,04/18/19,7692.0,,
Jay Inslee,.0,04/18/19,1312.0,,
John Delaney,.0,04/18/19,34.0,,
Joe Biden,18.0,04/18/19,5805.0,,
Pete Buttigieg,15.0,04/18/19,69905.0,,
Elizabeth Warren,5.0,04/18/19,3861.0,,
Kamala Harris,4.0,04/18/19,8524.0,,
Cory Booker,3.0,04/18/19,4320.0,,
Beto O'Rourke,3.0,04/18/19,13305.0,,
Amy Klobuchar,2.0,04/18/19,1834.0,,
Andrew Yang,2.0,04/18/19,12466.0,,
Tim Ryan,2.0,04/18/19,370.0,,
Wayne Messam,1.0,04/18/19,558.0,,
Kirsten Gillibrand,1.0,04/18/19,1991.0,,
Tulsi Gabbard,1.0,04/18/19,7692.0,,
John Delaney,.0,04/18/19,34.0,,
Julian Castro,.0,04/18/19,1741.0,,
Jay Inslee,.0,04/18/19,1312.0,,
John Hickenlooper,.0,04/18/19,1133.0,,
Marianne Williamson,.0,04/18/19,2714.0,,
Joe Biden,12.0,04/18/19,5805.0,,
Pete Buttigieg,11.0,04/18/19,69905.0,,
Kamala Harris,4.0,04/18/19,8524.0,,
Beto O'Rourke,3.0,04/18/19,13305.0,,
Cory Booker,3.0,04/18/19,4320.0,,
Elizabeth Warren,3.0,04/18/19,3861.0,,
Wayne Messam,1.0,04/18/19,558.0,,
Amy Klobuchar,1.0,04/18/19,1834.0,,
Tim Ryan,1.0,04/18/19,370.0,,
Tulsi Gabbard,.0,04/18/19,7692.0,,
Kirsten Gillibrand,.0,04/18/19,1991.0,,
Andrew Yang,.0,04/18/19,12466.0,,
John Delaney,.0,04/18/19,34.0,,
Jay Inslee,.0,04/18/19,1312.0,,
Pete Buttigieg,21.0,04/15/19,169216.0,,
Beto O'Rourke,14.0,04/15/19,10521.0,,
Kamala Harris,10.0,04/15/19,13828.0,,
Elizabeth Warren,10.0,04/15/19,6348.0,,
Cory Booker,5.0,04/15/19,6687.0,,
Amy Klobuchar,3.0,04/15/19,3207.0,,
Andrew Yang,3.0,04/15/19,27205.0,,
Tim Ryan,1.0,04/15/19,271.0,,
Julian Castro,1.0,04/15/19,2538.0,,
Jay Inslee,1.0,04/15/19,1986.0,,
John Hickenlooper,1.0,04/15/19,1319.0,,
Tulsi Gabbard,1.0,04/15/19,6091.0,,
Marianne Williamson,1.0,04/15/19,13093.0,,
Kirsten Gillibrand,1.0,04/15/19,2963.0,,
John Delaney,.0,04/15/19,49.0,,
Wayne Messam,.0,04/15/19,861.0,,
Joe Biden,21.0,04/15/19,7571.0,,
Pete Buttigieg,17.0,04/15/19,169216.0,,
Beto O'Rourke,9.0,04/15/19,10521.0,,
Elizabeth Warren,8.0,04/15/19,6348.0,,
Kamala Harris,7.0,04/15/19,13828.0,,
Cory Booker,4.0,04/15/19,6687.0,,
Amy Klobuchar,2.0,04/15/19,3207.0,,
Andrew Yang,2.0,04/15/19,27205.0,,
Tulsi Gabbard,2.0,04/15/19,6091.0,,
Jay Inslee,1.0,04/15/19,1986.0,,
John Hickenlooper,1.0,04/15/19,1319.0,,
Julian Castro,1.0,04/15/19,2538.0,,
Tim Ryan,1.0,04/15/19,271.0,,
Kirsten Gillibrand,.0,04/15/19,2963.0,,
Marianne Williamson,.0,04/15/19,13093.0,,
Michael Bennet,.0,04/15/19,463.0,,
Wayne Messam,.0,04/15/19,861.0,,
John Delaney,.0,04/15/19,49.0,,
Joe Biden,27.0,04/15/19,7571.0,,
Pete Buttigieg,8.0,04/15/19,169216.0,,
Kamala Harris,8.0,04/15/19,13828.0,,
Elizabeth Warren,6.0,04/15/19,6348.0,,
Beto O'Rourke,4.0,04/15/19,10521.0,,
Cory Booker,2.0,04/15/19,6687.0,,
John Hickenlooper,2.0,04/15/19,1319.0,,
Amy Klobuchar,1.0,04/15/19,3207.0,,
Bill de Blasio,1.0,04/15/19,1438.0,,
Julian Castro,.0,04/15/19,2538.0,,
Kirsten Gillibrand,.0,04/15/19,2963.0,,
Jay Inslee,.0,04/15/19,1986.0,,
Wayne Messam,.0,04/15/19,861.0,,
Seth Moulton,.0,04/15/19,364.0,,
Marianne Williamson,.0,04/15/19,13093.0,,
Andrew Yang,.0,04/15/19,27205.0,,
Michael Bennet,.0,04/15/19,463.0,,
Steve Bullock,.0,04/15/19,5.0,,
John Delaney,.0,04/15/19,49.0,,
Tulsi Gabbard,.0,04/15/19,6091.0,,
Tim Ryan,.0,04/15/19,271.0,,
Pete Buttigieg,11.0,04/15/19,169216.0,,
Kamala Harris,11.0,04/15/19,13828.0,,
Elizabeth Warren,8.0,04/15/19,6348.0,,
Beto O'Rourke,6.0,04/15/19,10521.0,,
Cory Booker,3.0,04/15/19,6687.0,,
John Hickenlooper,2.0,04/15/19,1319.0,,
Amy Klobuchar,2.0,04/15/19,3207.0,,
Bill de Blasio,1.0,04/15/19,1438.0,,
Andrew Yang,1.0,04/15/19,27205.0,,
Julian Castro,.0,04/15/19,2538.0,,
Kirsten Gillibrand,.0,04/15/19,2963.0,,
Jay Inslee,.0,04/15/19,1986.0,,
Wayne Messam,.0,04/15/19,861.0,,
Seth Moulton,.0,04/15/19,364.0,,
Tim Ryan,.0,04/15/19,271.0,,
Marianne Williamson,.0,04/15/19,13093.0,,
Michael Bennet,.0,04/15/19,463.0,,
Steve Bullock,.0,04/15/19,5.0,,
John Delaney,.0,04/15/19,49.0,,
Tulsi Gabbard,.0,04/15/19,6091.0,,
Cory Booker,2.0,04/15/19,6687.0,,
Joe Biden,27.0,04/15/19,7571.0,,
Pete Buttigieg,2.0,04/15/19,169216.0,,
Julian Castro,1.0,04/15/19,2538.0,,
John Delaney,.0,04/15/19,49.0,,
Tulsi Gabbard,1.0,04/15/19,6091.0,,
Kirsten Gillibrand,1.0,04/15/19,2963.0,,
Kamala Harris,7.0,04/15/19,13828.0,,
John Hickenlooper,2.0,04/15/19,1319.0,,
Jay Inslee,1.0,04/15/19,1986.0,,
Amy Klobuchar,1.0,04/15/19,3207.0,,
Beto O'Rourke,7.0,04/15/19,10521.0,,
Elizabeth Warren,4.0,04/15/19,6348.0,,
Marianne Williamson,.0,04/15/19,13093.0,,
Andrew Yang,1.0,04/15/19,27205.0,,
Cory Booker,3.0,04/15/19,6687.0,,
Joe Biden,30.0,04/15/19,7571.0,,
Pete Buttigieg,3.0,04/15/19,169216.0,,
Julian Castro,1.0,04/15/19,2538.0,,
John Delaney,.0,04/15/19,49.0,,
Tulsi Gabbard,.0,04/15/19,6091.0,,
Kirsten Gillibrand,.0,04/15/19,2963.0,,
Kamala Harris,9.0,04/15/19,13828.0,,
John Hickenlooper,1.0,04/15/19,1319.0,,
Jay Inslee,.0,04/15/19,1986.0,,
Amy Klobuchar,2.0,04/15/19,3207.0,,
Beto O'Rourke,7.0,04/15/19,10521.0,,
Elizabeth Warren,5.0,04/15/19,6348.0,,
Marianne Williamson,.0,04/15/19,13093.0,,
Andrew Yang,2.0,04/15/19,27205.0,,
Beto O'Rourke,8.2,04/14/19,9665.0,,
Pete Buttigieg,9.0,04/14/19,144986.0,,
Elizabeth Warren,6.8,04/14/19,4052.0,,
Joe Biden,23.8,04/14/19,6617.0,,
Kamala Harris,7.6,04/14/19,15293.0,,
Amy Klobuchar,1.0,04/14/19,1899.0,,
Mike Gravel,.9,04/14/19,2311.0,,
Tulsi Gabbard,.9,04/14/19,5276.0,,
Cory Booker,1.6,04/14/19,9449.0,,
Andrew Yang,2.7,04/14/19,22736.0,,
John Delaney,.5,04/14/19,47.0,,
Jay Inslee,.4,04/14/19,2898.0,,
John Hickenlooper,.2,04/14/19,898.0,,
Marianne Williamson,.1,04/14/19,30441.0,,
Julian Castro,3.3,04/14/19,1864.0,,
Tim Ryan,.6,04/14/19,421.0,,
Wayne Messam,.3,04/14/19,1430.0,,
Kirsten Gillibrand,.0,04/14/19,2682.0,,
Joe Biden,31.0,04/14/19,6617.0,,
Kamala Harris,9.0,04/14/19,15293.0,,
Beto O'Rourke,8.0,04/14/19,9665.0,,
Elizabeth Warren,7.0,04/14/19,4052.0,,
Pete Buttigieg,7.0,04/14/19,144986.0,,
Cory Booker,4.0,04/14/19,9449.0,,
Amy Klobuchar,2.0,04/14/19,1899.0,,
Andrew Yang,1.0,04/14/19,22736.0,,
Jay Inslee,1.0,04/14/19,2898.0,,
John Delaney,1.0,04/14/19,47.0,,
John Hickenlooper,1.0,04/14/19,898.0,,
Julian Castro,1.0,04/14/19,1864.0,,
Kirsten Gillibrand,1.0,04/14/19,2682.0,,
Steve Bullock,1.0,04/14/19,4.0,,
Tulsi Gabbard,1.0,04/14/19,5276.0,,
Tim Ryan,1.0,04/14/19,421.0,,
Kamala Harris,12.0,04/14/19,15293.0,,
Beto O'Rourke,11.0,04/14/19,9665.0,,
Elizabeth Warren,10.0,04/14/19,4052.0,,
Pete Buttigieg,9.0,04/14/19,144986.0,,
Cory Booker,6.0,04/14/19,9449.0,,
Amy Klobuchar,3.0,04/14/19,1899.0,,
Kirsten Gillibrand,2.0,04/14/19,2682.0,,
Andrew Yang,2.0,04/14/19,22736.0,,
Tim Ryan,2.0,04/14/19,421.0,,
Jay Inslee,1.0,04/14/19,2898.0,,
John Delaney,1.0,04/14/19,47.0,,
John Hickenlooper,1.0,04/14/19,898.0,,
Julian Castro,1.0,04/14/19,1864.0,,
Steve Bullock,1.0,04/14/19,4.0,,
Tulsi Gabbard,1.0,04/14/19,5276.0,,
Joe Biden,28.0,04/10/19,7454.0,,
Kamala Harris,8.0,04/10/19,7290.0,,
Elizabeth Warren,8.0,04/10/19,5586.0,,
Pete Buttigieg,4.0,04/10/19,37584.0,,
Beto O'Rourke,3.0,04/10/19,8417.0,,
Amy Klobuchar,3.0,04/10/19,2105.0,,
Cory Booker,3.0,04/10/19,4356.0,,
Joe Biden,21.0,04/09/19,9162.0,,
Kamala Harris,19.0,04/09/19,11206.0,,
Beto O'Rourke,10.0,04/09/19,11223.0,,
Pete Buttigieg,9.0,04/09/19,49401.0,,
Elizabeth Warren,8.0,04/09/19,3466.0,,
Cory Booker,3.0,04/09/19,6056.0,,
Julian Castro,2.0,04/09/19,2519.0,,
Andrew Yang,1.0,04/09/19,14131.0,,
Amy Klobuchar,1.0,04/09/19,2085.0,,
Tulsi Gabbard,1.0,04/09/19,5690.0,,
Jay Inslee,1.0,04/09/19,1180.0,,
Tim Ryan,.0,04/09/19,351.0,,
John Delaney,.0,04/09/19,35.0,,
John Hickenlooper,.0,04/09/19,1060.0,,
Marianne Williamson,.0,04/09/19,1957.0,,
Michael Bennet,.0,04/09/19,923.0,,
Wayne Messam,.0,04/09/19,819.0,,
Kirsten Gillibrand,.0,04/09/19,3749.0,,
Kamala Harris,27.0,04/09/19,11206.0,,
Beto O'Rourke,16.0,04/09/19,11223.0,,
Pete Buttigieg,11.0,04/09/19,49401.0,,
Elizabeth Warren,9.0,04/09/19,3466.0,,
Cory Booker,5.0,04/09/19,6056.0,,
Julian Castro,2.0,04/09/19,2519.0,,
Amy Klobuchar,1.0,04/09/19,2085.0,,
Andrew Yang,1.0,04/09/19,14131.0,,
Tulsi Gabbard,1.0,04/09/19,5690.0,,
Tim Ryan,1.0,04/09/19,351.0,,
Jay Inslee,.0,04/09/19,1180.0,,
Kirsten Gillibrand,.0,04/09/19,3749.0,,
John Delaney,.0,04/09/19,35.0,,
Marianne Williamson,.0,04/09/19,1957.0,,
John Hickenlooper,.0,04/09/19,1060.0,,
Wayne Messam,.0,04/09/19,819.0,,
Joe Biden,27.0,04/09/19,9162.0,,
Pete Buttigieg,9.0,04/09/19,49401.0,,
Kamala Harris,7.0,04/09/19,11206.0,,
Elizabeth Warren,7.0,04/09/19,3466.0,,
Beto O'Rourke,6.0,04/09/19,11223.0,,
Amy Klobuchar,4.0,04/09/19,2085.0,,
Cory Booker,3.0,04/09/19,6056.0,,
Julian Castro,2.0,04/09/19,2519.0,,
John Delaney,1.0,04/09/19,35.0,,
Kirsten Gillibrand,1.0,04/09/19,3749.0,,
Tim Ryan,1.0,04/09/19,351.0,,
Andrew Yang,1.0,04/09/19,14131.0,,
Steve Bullock,.0,04/09/19,10.0,,
Bill de Blasio,.0,04/09/19,2109.0,,
Tulsi Gabbard,.0,04/09/19,5690.0,,
Jay Inslee,.0,04/09/19,1180.0,,
Michael Bennet,.0,04/09/19,923.0,,
John Hickenlooper,.0,04/09/19,1060.0,,
Wayne Messam,.0,04/09/19,819.0,,
Seth Moulton,.0,04/09/19,618.0,,
Marianne Williamson,.0,04/09/19,1957.0,,
Joe Biden,26.0,04/08/19,14322.0,,
Beto O'Rourke,4.0,04/08/19,15852.0,,
Kamala Harris,17.0,04/08/19,8664.0,,
Elizabeth Warren,7.0,04/08/19,3864.0,,
Cory Booker,2.0,04/08/19,5360.0,,
Kirsten Gillibrand,.0,04/08/19,3752.0,,
Amy Klobuchar,2.0,04/08/19,2343.0,,
Julian Castro,2.0,04/08/19,3231.0,,
Tulsi Gabbard,1.0,04/08/19,5697.0,,
Jay Inslee,1.0,04/08/19,1019.0,,
John Hickenlooper,.0,04/08/19,1052.0,,
John Delaney,.0,04/08/19,24.0,,
Pete Buttigieg,7.0,04/08/19,79717.0,,
Andrew Yang,1.0,04/08/19,16410.0,,
Marianne Williamson,.0,04/08/19,1902.0,,
Wayne Messam,.0,04/08/19,630.0,,
Joe Biden,22.9,04/08/19,14322.0,,
Cory Booker,4.4,04/08/19,5360.0,,
Pete Buttigieg,10.7,04/08/19,79717.0,,
John Delaney,1.2,04/08/19,24.0,,
Tulsi Gabbard,.6,04/08/19,5697.0,,
Kirsten Gillibrand,.9,04/08/19,3752.0,,
Kamala Harris,6.8,04/08/19,8664.0,,
John Hickenlooper,.6,04/08/19,1052.0,,
Jay Inslee,.3,04/08/19,1019.0,,
Amy Klobuchar,2.2,04/08/19,2343.0,,
Beto O'Rourke,6.4,04/08/19,15852.0,,
Elizabeth Warren,8.7,04/08/19,3864.0,,
Elizabeth Warren,14.0,04/07/19,3634.0,,
Joe Biden,22.7,04/07/19,21305.0,,
Pete Buttigieg,10.7,04/07/19,73910.0,,
Beto O'Rourke,7.6,04/07/19,11490.0,,
Cory Booker,2.1,04/07/19,3690.0,,
Kamala Harris,6.6,04/07/19,7491.0,,
Andrew Yang,1.1,04/07/19,18869.0,,
Amy Klobuchar,2.3,04/07/19,2600.0,,
Tulsi Gabbard,.9,04/07/19,5143.0,,
Julian Castro,1.0,04/07/19,4167.0,,
John Delaney,.6,04/07/19,9.0,,
Kirsten Gillibrand,.0,04/07/19,3652.0,,
Jay Inslee,.0,04/07/19,960.0,,
Joe Biden,32.0,04/07/19,21305.0,,
Kamala Harris,9.0,04/07/19,7491.0,,
Beto O'Rourke,8.0,04/07/19,11490.0,,
Elizabeth Warren,7.0,04/07/19,3634.0,,
Pete Buttigieg,5.0,04/07/19,73910.0,,
Cory Booker,4.0,04/07/19,3690.0,,
Amy Klobuchar,2.0,04/07/19,2600.0,,
Kirsten Gillibrand,2.0,04/07/19,3652.0,,
Julian Castro,1.0,04/07/19,4167.0,,
Tulsi Gabbard,1.0,04/07/19,5143.0,,
John Hickenlooper,1.0,04/07/19,970.0,,
Jay Inslee,1.0,04/07/19,960.0,,
John Delaney,1.0,04/07/19,9.0,,
Steve Bullock,1.0,04/07/19,8.0,,
Andrew Yang,1.0,04/07/19,18869.0,,
Tim Ryan,1.0,04/07/19,1292.0,,
Joe Biden,36.0,04/06/19,24099.0,,
Beto O'Rourke,7.0,04/06/19,11448.0,,
Pete Buttigieg,4.0,04/06/19,45446.0,,
Kamala Harris,9.0,04/06/19,9207.0,,
Elizabeth Warren,6.0,04/06/19,3475.0,,
Cory Booker,6.0,04/06/19,3031.0,,
Amy Klobuchar,2.0,04/06/19,3659.0,,
Kirsten Gillibrand,2.0,04/06/19,3436.0,,
Tulsi Gabbard,.0,04/06/19,4798.0,,
John Delaney,.0,04/06/19,15.0,,
Andrew Yang,1.0,04/06/19,13132.0,,
Julian Castro,1.0,04/06/19,7636.0,,
Joe Biden,32.0,04/04/19,38483.0,,
Kamala Harris,10.0,04/04/19,8075.0,,
Cory Booker,9.0,04/04/19,3631.0,,
Beto O'Rourke,9.0,04/04/19,14079.0,,
Pete Buttigieg,7.0,04/04/19,64550.0,,
Elizabeth Warren,6.0,04/04/19,3756.0,,
Julian Castro,1.0,04/04/19,3307.0,,
Kirsten Gillibrand,1.0,04/04/19,2045.0,,
John Hickenlooper,1.0,04/04/19,1424.0,,
Amy Klobuchar,1.0,04/04/19,2230.0,,
Andrew Yang,1.0,04/04/19,12592.0,,
Michael Bennet,.0,04/04/19,6537.0,,
John Delaney,.0,04/04/19,29.0,,
Tulsi Gabbard,.0,04/04/19,5817.0,,
Jay Inslee,.0,04/04/19,1086.0,,
Marianne Williamson,.0,04/04/19,4228.0,,
Beto O'Rourke,16.0,04/04/19,14079.0,,
Kamala Harris,15.0,04/04/19,8075.0,,
Cory Booker,12.0,04/04/19,3631.0,,
Pete Buttigieg,12.0,04/04/19,64550.0,,
Elizabeth Warren,11.0,04/04/19,3756.0,,
Amy Klobuchar,2.0,04/04/19,2230.0,,
Julian Castro,2.0,04/04/19,3307.0,,
John Hickenlooper,2.0,04/04/19,1424.0,,
Kirsten Gillibrand,2.0,04/04/19,2045.0,,
Andrew Yang,1.0,04/04/19,12592.0,,
Wayne Messam,1.0,04/04/19,780.0,,
Jay Inslee,1.0,04/04/19,1086.0,,
John Delaney,1.0,04/04/19,29.0,,
Tulsi Gabbard,.0,04/04/19,5817.0,,
Marianne Williamson,.0,04/04/19,4228.0,,
Joe Biden,29.0,03/31/19,18306.0,,
Cory Booker,4.0,03/31/19,5416.0,,
Pete Buttigieg,3.0,03/31/19,59624.0,,
Julian Castro,1.0,03/31/19,1904.0,,
John Delaney,1.0,03/31/19,17.0,,
Tulsi Gabbard,.0,03/31/19,7067.0,,
Kirsten Gillibrand,1.0,03/31/19,2373.0,,
Kamala Harris,6.0,03/31/19,10511.0,,
John Hickenlooper,.0,03/31/19,3399.0,,
Jay Inslee,.0,03/31/19,1343.0,,
Amy Klobuchar,2.0,03/31/19,3596.0,,
Beto O'Rourke,6.0,03/31/19,31183.0,,
Elizabeth Warren,5.0,03/31/19,4246.0,,
Marianne Williamson,1.0,03/31/19,2523.0,,
Andrew Yang,1.0,03/31/19,6953.0,,
Joe Biden,33.0,03/31/19,18306.0,,
Kamala Harris,8.0,03/31/19,10511.0,,
Beto O'Rourke,8.0,03/31/19,31183.0,,
Elizabeth Warren,7.0,03/31/19,4246.0,,
Cory Booker,4.0,03/31/19,5416.0,,
Pete Buttigieg,3.0,03/31/19,59624.0,,
Amy Klobuchar,2.0,03/31/19,3596.0,,
Julian Castro,1.0,03/31/19,1904.0,,
Tulsi Gabbard,1.0,03/31/19,7067.0,,
Kirsten Gillibrand,1.0,03/31/19,2373.0,,
John Hickenlooper,1.0,03/31/19,3399.0,,
Jay Inslee,1.0,03/31/19,1343.0,,
John Delaney,1.0,03/31/19,17.0,,
Steve Bullock,1.0,03/31/19,5.0,,
Elizabeth Warren,9.9,03/30/19,3557.0,,
Kamala Harris,9.4,03/30/19,9895.0,,
Beto O'Rourke,10.4,03/30/19,36018.0,,
Pete Buttigieg,4.7,03/30/19,78629.0,,
Joe Biden,26.4,03/30/19,14230.0,,
Cory Booker,2.2,03/30/19,5479.0,,
Andrew Yang,3.2,03/30/19,8183.0,,
Kirsten Gillibrand,.7,03/30/19,2120.0,,
Julian Castro,.5,03/30/19,1235.0,,
Jay Inslee,.1,03/30/19,1277.0,,
Tulsi Gabbard,1.7,03/30/19,12371.0,,
Amy Klobuchar,2.4,03/30/19,1686.0,,
John Hickenlooper,.2,03/30/19,1271.0,,
Joe Biden,39.0,03/28/19,9564.0,,
Elizabeth Warren,10.9,03/28/19,5399.0,,
Beto O'Rourke,5.2,03/28/19,14393.0,,
Cory Booker,3.7,03/28/19,40719.0,,
Kamala Harris,4.5,03/28/19,9214.0,,
Pete Buttigieg,6.3,03/28/19,64727.0,,
Amy Klobuchar,.3,03/28/19,3451.0,,
Andrew Yang,1.0,03/28/19,7900.0,,
Kirsten Gillibrand,1.8,03/28/19,6175.0,,
Tulsi Gabbard,2.6,03/28/19,5504.0,,
Julian Castro,.6,03/28/19,1459.0,,
Jay Inslee,.0,03/28/19,1344.0,,
John Hickenlooper,.0,03/28/19,1892.0,,
Joe Biden,26.0,03/26/19,7436.0,,
Kamala Harris,11.0,03/26/19,13847.0,,
Elizabeth Warren,5.0,03/26/19,8224.0,,
Beto O'Rourke,5.0,03/26/19,15146.0,,
Cory Booker,3.0,03/26/19,5921.0,,
Andrew Yang,2.0,03/26/19,8727.0,,
Pete Buttigieg,2.0,03/26/19,45960.0,,
Amy Klobuchar,1.0,03/26/19,2139.0,,
Julian Castro,1.0,03/26/19,1394.0,,
Tulsi Gabbard,.0,03/26/19,5748.0,,
Jay Inslee,.0,03/26/19,1447.0,,
Kirsten Gillibrand,.0,03/26/19,2962.0,,
John Hickenlooper,.0,03/26/19,1791.0,,
Joe Biden,35.0,03/26/19,7436.0,,
Beto O'Rourke,7.0,03/26/19,15146.0,,
Elizabeth Warren,6.0,03/26/19,8224.0,,
Kamala Harris,5.0,03/26/19,13847.0,,
Cory Booker,4.0,03/26/19,5921.0,,
Tulsi Gabbard,2.0,03/26/19,5748.0,,
Pete Buttigieg,2.0,03/26/19,45960.0,,
Amy Klobuchar,2.0,03/26/19,2139.0,,
John Hickenlooper,1.0,03/26/19,1791.0,,
Julian Castro,1.0,03/26/19,1394.0,,
Andrew Yang,1.0,03/26/19,8727.0,,
Jay Inslee,1.0,03/26/19,1447.0,,
Kirsten Gillibrand,1.0,03/26/19,2962.0,,
Joe Biden,29.0,03/25/19,8766.0,,
Beto O'Rourke,12.0,03/25/19,21592.0,,
Kamala Harris,8.0,03/25/19,10382.0,,
Elizabeth Warren,4.0,03/25/19,4619.0,,
Cory Booker,2.0,03/25/19,8332.0,,
Kirsten Gillibrand,.0,03/25/19,8014.0,,
Amy Klobuchar,2.0,03/25/19,2685.0,,
Julian Castro,1.0,03/25/19,1385.0,,
Tulsi Gabbard,.0,03/25/19,5805.0,,
Jay Inslee,.0,03/25/19,1662.0,,
John Hickenlooper,1.0,03/25/19,1920.0,,
John Delaney,.0,03/25/19,96.0,,
Pete Buttigieg,4.0,03/25/19,43874.0,,
Andrew Yang,.0,03/25/19,9522.0,,
Marianne Williamson,.0,03/25/19,2108.0,,
Pete Buttigieg,11.4,03/24/19,43862.0,,
Kamala Harris,10.3,03/24/19,12503.0,,
Elizabeth Warren,8.5,03/24/19,4649.0,,
Joe Biden,25.3,03/24/19,10149.0,,
Cory Booker,5.9,03/24/19,7431.0,,
Beto O'Rourke,5.3,03/24/19,29556.0,,
Kirsten Gillibrand,.3,03/24/19,19012.0,,
Julian Castro,.5,03/24/19,1259.0,,
Jay Inslee,.5,03/24/19,1307.0,,
Tulsi Gabbard,.9,03/24/19,6223.0,,
Amy Klobuchar,1.7,03/24/19,2905.0,,
John Hickenlooper,1.0,03/24/19,2680.0,,
Andrew Yang,.0,03/24/19,9641.0,,
Michael Bennet,.0,03/24/19,437.0,,
Joe Biden,25.0,03/24/19,10149.0,,
Cory Booker,7.0,03/24/19,7431.0,,
Steve Bullock,.0,03/24/19,5.0,,
Pete Buttigieg,6.0,03/24/19,43862.0,,
Julian Castro,1.0,03/24/19,1259.0,,
John Delaney,3.0,03/24/19,56.0,,
Tulsi Gabbard,1.0,03/24/19,6223.0,,
Kirsten Gillibrand,1.0,03/24/19,19012.0,,
Kamala Harris,9.0,03/24/19,12503.0,,
John Hickenlooper,.0,03/24/19,2680.0,,
Jay Inslee,1.0,03/24/19,1307.0,,
Amy Klobuchar,6.0,03/24/19,2905.0,,
Beto O'Rourke,6.0,03/24/19,29556.0,,
Elizabeth Warren,8.0,03/24/19,4649.0,,
Marianne Williamson,.0,03/24/19,2243.0,,
Andrew Yang,1.0,03/24/19,9641.0,,
Joe Biden,28.2,03/24/19,10149.0,,
Beto O'Rourke,7.8,03/24/19,29556.0,,
Kamala Harris,7.5,03/24/19,12503.0,,
Elizabeth Warren,4.7,03/24/19,4649.0,,
Cory Booker,3.4,03/24/19,7431.0,,
Pete Buttigieg,2.6,03/24/19,43862.0,,
Kirsten Gillibrand,1.2,03/24/19,19012.0,,
Amy Klobuchar,1.0,03/24/19,2905.0,,
John Hickenlooper,.8,03/24/19,2680.0,,
John Delaney,.6,03/24/19,56.0,,
Marianne Williamson,.6,03/24/19,2243.0,,
Julian Castro,.3,03/24/19,1259.0,,
Bill de Blasio,.3,03/24/19,1313.0,,
Jay Inslee,.2,03/24/19,1307.0,,
Andrew Yang,.2,03/24/19,9641.0,,
Tulsi Gabbard,.0,03/24/19,6223.0,,
Amy Klobuchar,2.0,03/24/19,2905.0,,
Beto O'Rourke,8.0,03/24/19,29556.0,,
Cory Booker,4.0,03/24/19,7431.0,,
Elizabeth Warren,7.0,03/24/19,4649.0,,
Jay Inslee,1.0,03/24/19,1307.0,,
Joe Biden,35.0,03/24/19,10149.0,,
John Delaney,1.0,03/24/19,56.0,,
John Hickenlooper,1.0,03/24/19,2680.0,,
Julian Castro,1.0,03/24/19,1259.0,,
Kamala Harris,8.0,03/24/19,12503.0,,
Kirsten Gillibrand,1.0,03/24/19,19012.0,,
Pete Buttigieg,2.0,03/24/19,43862.0,,
Steve Bullock,1.0,03/24/19,5.0,,
Tulsi Gabbard,1.0,03/24/19,6223.0,,
Beto O'Rourke,17.0,03/23/19,28616.0,,
Kamala Harris,16.0,03/23/19,10806.0,,
Cory Booker,14.0,03/23/19,8313.0,,
Elizabeth Warren,12.0,03/23/19,3752.0,,
Pete Buttigieg,4.0,03/23/19,42795.0,,
Amy Klobuchar,2.0,03/23/19,4544.0,,
John Hickenlooper,1.0,03/23/19,3007.0,,
Andrew Yang,1.0,03/23/19,10460.0,,
Julian Castro,1.0,03/23/19,1436.0,,
Tulsi Gabbard,1.0,03/23/19,6633.0,,
Kirsten Gillibrand,1.0,03/23/19,2962.0,,
Jay Inslee,1.0,03/23/19,1133.0,,
John Delaney,1.0,03/23/19,55.0,,
Marianne Williamson,.0,03/23/19,1936.0,,
Wayne Messam,.0,03/23/19,546.0,,
Joe Biden,42.0,03/23/19,9365.0,,
Kamala Harris,12.0,03/23/19,10806.0,,
Beto O'Rourke,10.0,03/23/19,28616.0,,
Cory Booker,9.0,03/23/19,8313.0,,
Elizabeth Warren,6.0,03/23/19,3752.0,,
Pete Buttigieg,3.0,03/23/19,42795.0,,
Amy Klobuchar,1.0,03/23/19,4544.0,,
Andrew Yang,1.0,03/23/19,10460.0,,
Julian Castro,1.0,03/23/19,1436.0,,
Seth Moulton,1.0,03/23/19,383.0,,
Tulsi Gabbard,.0,03/23/19,6633.0,,
Jay Inslee,.0,03/23/19,1133.0,,
Kirsten Gillibrand,.0,03/23/19,2962.0,,
John Hickenlooper,.0,03/23/19,3007.0,,
Bill de Blasio,.0,03/23/19,1490.0,,
Wayne Messam,.0,03/23/19,546.0,,
Steve Bullock,.0,03/23/19,3.0,,
John Delaney,.0,03/23/19,55.0,,
Michael Bennet,.0,03/23/19,439.0,,
Marianne Williamson,.0,03/23/19,1936.0,,
Joe Biden,37.0,03/21/19,16376.0,,
Elizabeth Warren,6.0,03/21/19,6143.0,,
Kamala Harris,4.0,03/21/19,14730.0,,
Beto O'Rourke,5.0,03/21/19,48263.0,,
Cory Booker,2.0,03/21/19,20777.0,,
Amy Klobuchar,1.0,03/21/19,2894.0,,
Joe Biden,31.0,03/20/19,18915.0,,
Kamala Harris,8.0,03/20/19,26832.0,,
